145.00 	51.00 	350.00 	2.84 	6.86 	14.00 	1.00 	16.00 	9.66 	1.96 	1
63.00 	24.00 	170.00 	2.63 	7.08 	25.00 	1.00 	22.00 	39.68 	4.17 	1
139.00 	64.00 	410.00 	2.17 	6.41 	0.00 	0.00 	0.00 	0.00 	0.00 	1
139.00 	64.00 	410.00 	2.17 	6.41 	0.00 	0.00 	0.00 	0.00 	0.00 	1
119.00 	53.00 	342.00 	2.25 	6.45 	0.00 	0.00 	0.00 	0.00 	0.00 	1
107.00 	43.00 	270.00 	2.49 	6.28 	17.00 	1.00 	18.00 	15.89 	2.33 	1
241.00 	79.00 	602.00 	3.05 	7.62 	30.00 	3.00 	38.00 	12.45 	3.80 	1
143.00 	44.00 	332.00 	3.25 	7.55 	30.00 	2.00 	32.00 	20.98 	4.55 	1
205.00 	79.00 	536.00 	2.60 	6.79 	24.00 	2.00 	28.00 	11.71 	2.53 	1
144.00 	58.00 	392.00 	2.48 	6.76 	0.00 	0.00 	0.00 	0.00 	0.00 	1
136.00 	68.00 	392.00 	2.00 	5.77 	12.00 	1.00 	14.00 	8.82 	1.47 	1
35.00 	18.00 	104.00 	1.94 	5.78 	0.00 	0.00 	0.00 	0.00 	0.00 	1
153.00 	64.00 	434.00 	2.39 	6.78 	42.80 	3.80 	49.00 	27.94 	5.86 	1
135.00 	59.00 	390.00 	2.29 	6.61 	12.00 	1.00 	14.00 	8.89 	1.70 	1
88.00 	40.00 	246.00 	2.20 	6.15 	0.00 	0.00 	0.00 	0.00 	0.00 	1
76.00 	40.00 	228.00 	1.90 	5.70 	0.80 	0.80 	3.00 	0.99 	1.88 	1
155.00 	43.00 	364.00 	3.61 	8.47 	38.00 	2.00 	36.00 	24.52 	4.65 	1
232.00 	89.00 	602.00 	2.61 	6.76 	69.00 	6.00 	82.00 	29.74 	6.74 	1
55.00 	23.00 	146.00 	2.39 	6.35 	0.00 	0.00 	0.00 	0.00 	0.00 	1
110.00 	47.00 	308.00 	2.34 	6.55 	0.00 	0.00 	0.00 	0.00 	0.00 	1
187.00 	76.00 	492.00 	2.46 	6.47 	33.00 	3.00 	40.00 	17.65 	3.95 	1
125.00 	52.00 	348.00 	2.40 	6.69 	0.00 	0.00 	0.00 	0.00 	0.00 	1
179.00 	89.00 	520.00 	2.01 	5.84 	21.80 	2.80 	29.00 	12.15 	3.09 	1
240.00 	76.00 	596.00 	3.16 	7.84 	9.00 	1.00 	12.00 	3.75 	1.32 	2
224.00 	77.00 	576.00 	2.91 	7.48 	12.00 	1.00 	14.00 	5.36 	1.30 	2
265.00 	81.00 	624.00 	3.27 	7.70 	33.00 	2.00 	34.00 	12.45 	2.47 	2
232.00 	74.00 	580.00 	3.14 	7.84 	62.00 	4.00 	64.00 	26.72 	5.41 	2
176.00 	70.00 	482.00 	2.51 	6.89 	21.00 	2.00 	26.00 	11.53 	2.86 	2
229.00 	70.00 	576.00 	3.27 	8.23 	49.00 	2.00 	40.00 	21.40 	2.86 	2
237.00 	76.00 	616.00 	3.12 	8.11 	108.00 	4.00 	84.00 	45.57 	5.26 	2
155.00 	52.00 	354.00 	2.98 	6.81 	33.00 	1.00 	24.00 	21.29 	1.92 	2
96.00 	42.00 	272.00 	2.29 	6.48 	0.00 	0.00 	0.00 	0.00 	0.00 	2
279.00 	81.00 	634.00 	3.44 	7.83 	77.00 	4.00 	72.00 	27.60 	4.94 	2
181.00 	56.00 	446.00 	3.23 	7.96 	66.00 	5.00 	76.00 	36.46 	8.93 	2
263.00 	102.00 	696.00 	2.58 	6.82 	45.00 	4.00 	54.00 	17.11 	3.92 	2
205.00 	86.00 	584.00 	2.38 	6.79 	0.00 	0.00 	0.00 	0.00 	0.00 	2
302.00 	88.00 	694.00 	3.43 	7.89 	88.00 	6.00 	94.00 	29.14 	6.82 	2
348.00 	109.00 	826.00 	3.19 	7.58 	86.00 	7.00 	98.00 	24.71 	6.42 	2
185.00 	57.00 	468.00 	3.25 	8.21 	40.00 	2.00 	36.00 	21.62 	3.51 	2
313.00 	61.00 	614.00 	5.13 	10.09 	133.00 	7.00 	128.00 	42.49 	11.48 	2
257.00 	61.00 	532.00 	4.21 	8.72 	51.00 	4.00 	58.00 	19.84 	6.56 	2
168.00 	61.00 	430.00 	2.75 	7.05 	9.00 	1.00 	12.00 	5.36 	1.64 	2
338.00 	101.00 	796.00 	3.35 	7.88 	131.00 	6.00 	122.00 	38.76 	5.94 	2
367.00 	96.00 	850.00 	3.82 	8.85 	164.00 	10.00 	168.00 	44.69 	10.42 	2
223.00 	64.00 	526.00 	3.48 	8.22 	27.00 	2.00 	30.00 	12.11 	3.13 	2
354.00 	94.00 	798.00 	3.77 	8.49 	157.00 	9.00 	156.00 	44.35 	9.57 	2
131.00 	51.00 	342.00 	2.57 	6.71 	0.00 	0.00 	0.00 	0.00 	0.00 	2
258.00 	61.00 	538.00 	4.23 	8.82 	97.00 	6.00 	102.00 	37.60 	9.84 	2
262.00 	68.00 	586.00 	3.85 	8.62 	88.00 	3.00 	76.00 	33.59 	4.41 	2
283.00 	84.00 	710.00 	3.37 	8.45 	68.00 	5.00 	74.00 	24.03 	5.95 	2
407.00 	127.00 	974.00 	3.21 	7.67 	115.00 	8.00 	126.00 	18.26 	6.30 	2
270.00 	93.00 	700.00 	2.90 	7.53 	85.00 	6.00 	92.00 	31.48 	6.45 	2
291.00 	94.00 	730.00 	3.10 	7.77 	52.00 	4.00 	58.00 	17.87 	4.26 	2
258.00 	90.00 	680.00 	2.87 	7.56 	51.00 	4.00 	58.00 	19.77 	4.44 	2
247.00 	66.00 	558.00 	3.74 	8.46 	138.00 	5.00 	120.00 	55.87 	7.58 	2
263.00 	66.00 	598.00 	3.99 	9.06 	36.00 	3.00 	42.00 	13.69 	4.55 	2
318.00 	85.00 	748.00 	3.74 	8.80 	117.00 	7.00 	124.00 	36.79 	8.24 	2
271.00 	102.00 	732.00 	2.66 	7.18 	145.00 	3.00 	106.00 	53.51 	2.94 	2
359.00 	94.00 	886.00 	3.82 	9.43 	140.00 	10.00 	150.00 	39.00 	10.64 	2
334.00 	83.00 	730.00 	4.02 	8.80 	65.00 	2.00 	52.00 	19.46 	2.41 	2
251.00 	89.00 	658.00 	2.82 	7.39 	76.00 	3.00 	66.00 	30.28 	3.37 	2
236.00 	79.00 	556.00 	2.99 	7.04 	62.00 	5.00 	72.00 	26.27 	6.33 	2
254.00 	66.00 	536.00 	3.85 	8.12 	111.00 	6.00 	108.00 	43.70 	9.09 	2
342.00 	83.00 	740.00 	4.12 	8.92 	214.00 	6.00 	158.00 	62.57 	7.23 	2
372.00 	90.00 	816.00 	4.13 	9.07 	145.00 	7.00 	132.00 	38.98 	7.78 	2
308.00 	97.00 	756.00 	3.18 	7.79 	9.00 	1.00 	12.00 	2.92 	1.03 	2
362.00 	80.00 	742.00 	4.53 	9.28 	115.00 	6.00 	110.00 	31.77 	7.50 	2
322.00 	76.00 	676.00 	4.24 	8.90 	106.00 	7.00 	114.00 	32.92 	9.21 	2
396.00 	116.00 	952.00 	3.41 	8.21 	138.00 	9.00 	146.00 	34.85 	7.76 	2
338.00 	86.00 	768.00 	3.93 	8.93 	85.00 	7.00 	96.00 	25.15 	8.14 	2
208.00 	64.00 	468.00 	3.25 	7.31 	58.00 	2.00 	48.00 	27.89 	3.13 	2
264.00 	89.00 	668.00 	2.97 	7.51 	21.00 	2.00 	26.00 	7.96 	2.25 	2
328.00 	73.00 	724.00 	4.49 	9.92 	84.00 	4.00 	78.00 	25.61 	5.48 	2
587.00 	115.00 	1300.00 	5.10 	11.30 	389.00 	12.00 	322.00 	66.27 	10.44 	3
751.00 	118.00 	1410.00 	6.36 	11.95 	434.00 	16.00 	362.00 	57.79 	13.56 	3
456.00 	66.00 	912.00 	6.91 	13.82 	416.00 	5.00 	194.00 	91.23 	7.58 	3
355.00 	102.00 	876.00 	3.48 	8.59 	143.00 	4.00 	102.00 	40.28 	3.92 	3
552.00 	94.00 	1124.00 	5.87 	11.96 	295.00 	17.00 	292.00 	53.44 	18.09 	3
453.00 	107.00 	1010.00 	4.23 	9.44 	200.00 	7.00 	160.00 	44.15 	6.54 	3
694.00 	124.00 	1376.00 	5.60 	11.10 	562.00 	16.00 	398.00 	80.98 	12.90 	3
370.00 	58.00 	678.00 	6.38 	11.69 	225.00 	8.00 	188.00 	60.81 	13.79 	3
376.00 	48.00 	684.00 	7.83 	14.25 	208.00 	8.00 	166.00 	55.32 	16.67 	3
396.00 	86.00 	814.00 	4.61 	9.47 	272.00 	10.00 	228.00 	68.69 	11.63 	3
725.00 	122.00 	1432.00 	5.94 	11.74 	471.00 	19.00 	400.00 	64.97 	15.57 	3
523.00 	58.00 	796.00 	9.02 	13.72 	404.00 	10.00 	296.00 	77.25 	17.24 	3
616.00 	86.00 	1224.00 	7.16 	14.23 	528.00 	7.00 	354.00 	85.71 	8.14 	3
451.00 	99.00 	992.00 	4.56 	10.02 	297.00 	13.00 	264.00 	65.85 	13.13 	3
569.00 	97.00 	1186.00 	5.87 	12.23 	318.00 	14.00 	292.00 	55.89 	14.43 	3
882.00 	115.00 	1612.00 	7.67 	14.02 	688.00 	17.00 	492.00 	78.01 	14.78 	3
463.00 	84.00 	932.00 	5.51 	11.10 	167.00 	8.00 	150.00 	36.07 	9.52 	3
316.00 	69.00 	700.00 	4.58 	10.15 	95.00 	7.00 	106.00 	30.06 	10.15 	3
555.00 	106.00 	1116.00 	5.24 	10.53 	264.80 	7.80 	187.00 	47.70 	7.31 	3
642.00 	78.00 	1172.00 	8.23 	15.03 	408.00 	15.00 	350.00 	63.55 	19.23 	3
511.00 	113.00 	1086.00 	4.52 	9.61 	283.00 	11.00 	240.00 	55.38 	9.74 	3
695.00 	102.00 	1318.00 	6.81 	12.92 	531.00 	15.00 	378.00 	76.40 	14.71 	3
684.00 	115.00 	1332.00 	5.95 	11.58 	471.00 	15.00 	362.00 	68.86 	13.04 	3
645.00 	107.00 	1240.00 	6.03 	11.59 	466.00 	11.00 	286.00 	72.25 	10.28 	3
369.00 	95.00 	842.00 	3.88 	8.86 	169.00 	5.00 	136.00 	45.80 	5.26 	3
205.00 	51.00 	478.00 	4.02 	9.37 	120.00 	3.00 	96.00 	58.54 	5.88 	3
446.00 	90.00 	942.00 	4.96 	10.47 	260.00 	10.00 	220.00 	58.30 	11.11 	3
579.00 	114.00 	1122.00 	5.08 	9.84 	281.00 	11.00 	244.00 	48.53 	9.65 	3
681.00 	86.00 	1090.00 	7.92 	12.67 	493.00 	18.00 	386.00 	72.39 	20.93 	3
398.00 	84.00 	868.00 	4.74 	10.33 	295.00 	8.00 	208.00 	74.12 	9.52 	3
843.00 	94.00 	1484.00 	8.97 	15.79 	609.00 	18.00 	450.00 	72.24 	19.15 	3
687.00 	142.00 	1484.00 	4.84 	10.45 	438.00 	16.00 	342.00 	63.76 	11.27 	3
498.00 	83.00 	914.00 	6.00 	11.01 	310.00 	6.00 	236.00 	62.25 	7.23 	3
574.00 	129.00 	1306.00 	4.45 	10.12 	315.00 	9.00 	236.00 	54.88 	6.98 	3
608.00 	85.00 	1108.00 	7.15 	13.04 	377.00 	14.00 	328.00 	62.01 	16.47 	3
638.00 	113.00 	1250.00 	5.65 	11.06 	544.00 	16.00 	396.00 	85.27 	14.16 	3
527.00 	103.00 	998.00 	5.12 	9.69 	316.00 	11.00 	242.00 	59.96 	10.68 	3
674.00 	156.00 	1460.00 	4.32 	9.36 	393.00 	17.00 	348.00 	58.31 	10.90 	3
700.00 	119.00 	1400.00 	5.88 	11.77 	395.00 	18.00 	340.00 	56.43 	15.13 	3
561.00 	102.00 	1116.00 	5.50 	10.94 	440.00 	13.00 	338.00 	78.43 	12.75 	3
710.00 	135.00 	1480.00 	5.26 	10.96 	481.00 	19.00 	416.00 	67.75 	14.07 	3
602.00 	106.00 	1160.00 	5.68 	10.94 	390.00 	19.00 	372.00 	64.78 	17.93 	3
556.00 	134.00 	1288.00 	4.15 	9.61 	336.00 	12.00 	262.00 	60.43 	8.96 	3
660.00 	113.00 	1320.00 	5.84 	11.68 	410.00 	14.00 	338.00 	62.12 	12.39 	3
720.00 	99.00 	1274.00 	7.27 	12.87 	562.00 	13.00 	406.00 	78.06 	13.13 	3
566.00 	83.00 	1024.00 	6.82 	12.34 	342.00 	13.00 	278.00 	60.42 	15.66 	3
436.00 	121.00 	1090.00 	3.60 	9.01 	254.00 	12.00 	234.00 	58.26 	9.92 	3
481.00 	95.00 	982.00 	5.06 	10.34 	218.00 	6.00 	180.00 	45.32 	6.32 	3
474.00 	93.00 	1014.00 	5.10 	10.90 	204.00 	7.00 	158.00 	43.04 	7.53 	3
725.00 	126.00 	1348.00 	5.75 	10.70 	456.00 	20.00 	386.00 	62.90 	15.87 	3
